Hydrocarbon,Ti (K),equivalent ratio,Pressure (atm),LBV (cm/s),,
propane,300,0.907,1,37.8,,
propane,300,0.993,1,31.293,,
propane,300,0.995,1,36.615,,
propane,300,0.997,1,40.3,,
propane,300,0.998,1,33.93,,
propane,300,0.999,1,38.55,,
propane,300,1.001,1,36.492,,
propane,300,1.002,1,41.9,,
propane,300,1.002,1,30.786,,
propane,300,1.005,1,41.79,,
propane,300,1.006,1,27.32,,
propane,300,1.1,1,41.3,,
propane,300,1.101,1,36.664,,
propane,300,1.102,1,43.17,,
propane,300,1.103,1,42.89,,
propane,300,1.104,1,38.1,,
propane,300,1.104,1,35.46,,
propane,300,1.105,1,36.219,,
propane,300,1.108,1,44.2,,
propane,300,1.11,1,41.8,,
propane,300,1.115,1,40.9,,
propane,300,1.197,1,39.3,,
propane,300,1.198,1,35.1,,
propane,300,1.198,1,31.776,,
propane,300,1.2,1,42.1,,
propane,300,1.201,1,34.738,,
propane,300,1.201,1,25.24,,
propane,300,1.202,1,39.41,,
propane,300,1.205,1,39.43,,
propane,300,1.205,1,22.595,,
propane,300,1.205,1,39.2,,
propane,300,1.205,1,33.21,,
propane,300,1.294,1,21.888,,
propane,300,1.299,1,28.3,,
propane,300,1.299,1,31.46,,
propane,300,1.299,1,38.61,,
propane,300,1.3,1,27.692,,
propane,300,1.301,1,27.17,,
propane,300,1.302,1,35.98,,
propane,300,1.302,1,37.6,,
propane,300,1.304,1,34.7,,
propane,300,1.307,1,33.93,,
propane,371.28,1,1,58.01,,
propane,392.07,1,1,64.07,,
propane,400,0.801,1,46.64,,
propane,400,0.802,1,44.5,,
propane,400,0.9,1,51.33,,
propane,400,0.9,1,54.5,,
propane,400,0.998,1,57.59,,
propane,400,1.001,1,60.5,,
propane,400,1.094,1,58.81,,
propane,400,1.102,1,63.1,,
propane,400,1.199,1,59.5,,
propane,400,1.208,1,56.87,,
propane,400,1.3,1,50.1,,
propane,400,1.301,1,27.17,,
propane,400,1.304,1,49.25,,
propane,405.27,1,1,67,,
propane,411.39,1,1,73.69,,
propane,414.3,1,1,68.75,,
propane,414.96,1,1,69.93,,
propane,420.72,1.2,1,65.44,,
propane,421.23,1,1,71.1,,
propane,429.51,1,1,75.61,,
propane,430.29,1,1,71.86,,
propane,431.97,1.2,1,69.84,,
propane,432.66,0.8,1,56.29,,
propane,433.59,1,1,79.94,,
propane,445.5,1,1,78.13,,
propane,446.58,0.8,1,62.68,,
propane,447.54,1.2,1,74.83,,
propane,450.99,1,1,82.66,,
propane,451.32,1.2,1,73.64,,
propane,453,0.8,1,65.07,,
propane,457.2,1,1,86.19,,
propane,459.3,1.2,1,79.82,,
propane,459.42,1,1,79.48,,
propane,464.16,1.2,1,79.82,,
propane,471.09,1.2,1,85.6,,
propane,472.86,0.8,1,70.27,,
propane,475.08,0.8,1,65.69,,
propane,476.7,1,1,86.93,,
propane,480.75,1.2,1,87.8,,
propane,489.54,0.8,1,70.88,,
propane,493.62,1.2,1,93.19,,
propane,493.71,1.2,1,85.03,,
propane,500,0.689,1,110.86,,
propane,500,0.708,1,56.44,,
propane,500,0.791,1,125.05,,
propane,500,0.795,1,76.71,,
propane,500,0.801,1,71.9,,
propane,500,0.802,1,68.94,,
propane,500,0.889,1,135.62,,
propane,500,0.894,1,82.36,,
propane,500,0.902,1,87.26,,
propane,500,0.902,1,79.1,,
propane,500,0.991,1,142.56,,
propane,500,0.995,1,93.02,,
propane,500,0.998,1,84.4,,
propane,500,0.998,1,89.58,,
propane,500,1.089,1,145.89,,
propane,500,1.093,1,92.72,,
propane,500,1.103,1,91.78,,
propane,500,1.104,1,87.2,,
propane,500,1.191,1,92.43,,
propane,500,1.192,1,144.37,,
propane,500,1.2,1,86.8,,
propane,500,1.204,1,88.58,,
propane,500,1.287,1,127.17,,
propane,500,1.296,1,77.62,,
propane,500,1.3,1,77.76,,
propane,500,1.306,1,78.3,,
propane,500.28,1,1,93.97,,
propane,504,0.8,1,78.06,,
propane,508.8,0.8,1,81.85,,
propane,509.4,0.8,1,75.08,,
propane,513.99,1.2,1,98.79,,
propane,516.87,1,1,101.42,,
propane,516.93,1,1,98.46,,
propane,517.95,0.8,1,80.66,,
propane,521.04,1.2,1,93.42,,
propane,525.24,1.2,1,103.18,,
propane,529.2,0.8,1,86.25,,
propane,533.52,0.8,1,85.66,,
propane,534.9,1,1,105.91,,
propane,534.99,1.2,1,98.21,,
propane,542.61,0.8,1,91.04,,
propane,544.05,1.2,1,106.18,,
propane,549.42,1,1,112.77,,
propane,550.14,0.8,1,90.05,,
propane,557.52,1.2,1,104.4,,
propane,564.6,0.8,1,98.23,,
propane,570.03,0.8,1,93.65,,
propane,571.59,1,1,120.21,,
propane,592.5,0.8,1,104.03,,
propane,650,0.689,1,113.27,,
propane,650,0.689,1,110.86,,
propane,650,0.791,1,131.09,,
propane,650,0.791,1,125.05,,
propane,650,0.889,1,135.62,,
propane,650,0.892,1,147.69,,
propane,650,0.976,1,157.11,,
propane,650,0.991,1,142.56,,
propane,650,1.089,1,145.89,,
propane,650,1.092,1,161.59,,
propane,650,1.168,1,158.94,,
propane,650,1.192,1,144.37,,
propane,650,1.281,1,148.94,,
propane,650,1.287,1,127.17,,
Methane+Air,300,0.6,1,10.43,,
Methane+Air,300,0.62,1,12.78,,
Methane+Air,300,0.7,1,16.348,,
Methane+Air,300,0.72,1,19.47,,
Methane+Air,300,0.8,1,24.944,,
Methane+Air,300,0.82,1,26.35,,
Methane+Air,300,0.9,1,30.801,,
Methane+Air,300,0.92,1,31.32,,
Methane+Air,300,1,1,35.2,,
Methane+Air,300,1.02,1,35.62,,
Methane+Air,300,1.1,1,36.277,,
Methane+Air,300,1.12,1,36.94,,
Methane+Air,300,1.2,1,32.268,,
Methane+Air,300,1.22,1,31.66,,
Methane+Air,300,1.3,1,24.57,,
Methane+Air,300,1.32,1,23.52,,
Methane+Air,300,1.35,1,21.39,,
Methane+Air,300,1.4,1,17.043,,
Methane+Air,300,1.42,1,16.62,,
Methane+Air,399,1,1,49.4,,
Methane+Air,423,1,1,56,,
Methane+Air,426,1,1,53.25,,
Methane+Air,438,1,1,64,,
Methane+Air,439.8,1,1,29,,
Methane+Air,443.1,1,1,31.2,,
Methane+Air,447,1,1,63,,
Methane+Air,450,1,1,61.8,,
Methane+Air,453,1,1,66,,
Methane+Air,459,1,1,72,,
Methane+Air,463.2,1,1,35.9,,
Methane+Air,468,0.7,1,42,,
Methane+Air,468,1,1,69,,
Methane+Air,470.4,0.7,5,19.8,,
Methane+Air,473.4,1,1,38.3,,
Methane+Air,474,1,1,65.667,,
Methane+Air,477,0.7,1,44,,
Methane+Air,477,1,1,75,,
Methane+Air,477.9,1,1,38.9,,
Methane+Air,484.8,1.3,1,69.4,,
Methane+Air,484.8,1.3,5,32.8,,
Methane+Air,486,1,1,76,,
Methane+Air,489,0.7,1,46,,
Methane+Air,489.6,1,1,42.8,,
Methane+Air,490.5,0.7,1,56,,
Methane+Air,495,1,1,78,,
Methane+Air,496.5,1,1,44.7,,
Methane+Air,498,0.7,1,50,,
Methane+Air,499.2,1,1,47.7,,
Methane+Air,500,0.7,1,18.231,,
Methane+Air,500,0.7,2,32.365,,
Methane+Air,500,0.7,3,25.995,,
Methane+Air,500,0.7,5,17.63,,
Methane+Air,500,0.8,1,22.061,,
Methane+Air,500,0.8,2,40.825,,
Methane+Air,500,0.8,3,33.985,,
Methane+Air,500,0.8,5,24.39,,
Methane+Air,500,0.9,1,27.905,,
Methane+Air,500,0.9,2,48.02,,
Methane+Air,500,0.9,3,39.625,,
Methane+Air,500,0.9,5,33.435,,
Methane+Air,500,1,1,30.598,,
Methane+Air,500,1,2,54.215,,
Methane+Air,500,1,3,46.245,,
Methane+Air,500,1,5,38.845,,
Methane+Air,500,1.1,1,30.731,,
Methane+Air,500,1.1,2,54.53,,
Methane+Air,500,1.1,3,46.735,,
Methane+Air,500,1.1,5,40.175,,
Methane+Air,500,1.2,1,27.078,,
Methane+Air,500,1.2,2,47.775,,
Methane+Air,500,1.2,3,41.31,,
Methane+Air,500,1.2,5,33.955,,
Methane+Air,500,1.3,1,21.127,,
Methane+Air,500,1.3,2,37.67,,
Methane+Air,500,1.3,3,32.17,,
Methane+Air,500,1.3,5,23.575,,
Methane+Air,501,1,1,76.75,,
Methane+Air,504,0.7,1,50,,
Methane+Air,505.2,0.7,5,23.8,,
Methane+Air,507,1,1,81,,
Methane+Air,507,1.3,5,36.6,,
Methane+Air,507.3,1.3,1,76,,
Methane+Air,510,0.7,1,50,,
Methane+Air,513,0.7,1,54,,
Methane+Air,514.2,0.7,1,62.6,,
Methane+Air,516.6,1,1,51.6,,
Methane+Air,517.5,0.7,5,24.7,,
Methane+Air,519,0.7,1,55,,
Methane+Air,519,1,1,84,,
Methane+Air,525,0.7,1,56,,
Methane+Air,525.9,1.3,1,82.3,,
Methane+Air,525.9,1.3,5,41,,
Methane+Air,531,1,1,91,,
Methane+Air,532.2,1,5,32,,
Methane+Air,536.1,0.7,1,68.3,,
Methane+Air,537,0.7,1,59,,
Methane+Air,543,1,1,94,,
Methane+Air,544.2,1,1,56.8,,
Methane+Air,546,0.7,1,60,,
Methane+Air,547.2,1,5,35.3,,
Methane+Air,547.8,1.3,5,44.5,,
Methane+Air,548.1,1.3,1,89.9,,
Methane+Air,549,1,1,93.5,,
Methane+Air,552,1,1,87,,
Methane+Air,553.2,0.7,5,29.6,,
Methane+Air,555,0.7,1,61,,
Methane+Air,557.1,1,1,63.2,,
Methane+Air,559.2,0.7,1,74.6,,
Methane+Air,561,1,5,39.4,,
Methane+Air,564,0.7,1,65,,
Methane+Air,566.1,1,1,64.8,,
Methane+Air,567.6,1.3,5,48.3,,
Methane+Air,568.5,1.3,1,97.1,,
Methane+Air,570,0.7,1,68,,
Methane+Air,573.9,1,1,66.8,,
Methane+Air,576,1,1,105,,
Methane+Air,578.1,1,5,43.9,,
Methane+Air,579,0.7,1,69,,
Methane+Air,581.1,0.7,1,81.5,,
Methane+Air,582,0.7,1,71,,
Methane+Air,590.1,1.3,5,53.6,,
Methane+Air,590.7,1.3,1,104.7,,
Methane+Air,591,0.7,5,35,,
Methane+Air,594,0.7,1,73,,
Methane+Air,594,1,5,48.6,,
Methane+Air,597.9,1,1,72.3,,
Methane+Air,604.8,0.7,1,89,,
Methane+Air,606,0.7,1,75,,
Methane+Air,607.8,1.3,5,56.5,,
Methane+Air,608.1,1.3,1,111.3,,
Methane+Air,611.4,1,5,53.2,,
Methane+Air,615.6,1,1,75.9,,
Methane+Air,621,0.7,5,39.9,,
Methane+Air,624,0.7,1,95.3,,
Methane+Air,624.3,1,1,82.8,,
Methane+Air,626.7,1,5,57.9,,
Methane+Air,629.4,1,1,85,,
Methane+Air,633,1.3,1,121.4,,
Methane+Air,634.2,1.3,5,62.8,,
Methane+Air,635.4,1.3,1,121.7,,
Methane+Air,636.3,1,1,85.2,,
Methane+Air,638.1,1.3,5,64,,
Methane+Air,639.9,1.3,1,123.9,,
Methane+Air,645.6,1,5,63.7,,
Methane+Air,647.4,0.7,1,103.6,,
Methane+Air,650.1,0.7,5,44.5,,
Methane+Air,650.4,1.3,1,128.4,,
Methane+Air,650.4,1.3,5,66.5,,
Methane+Air,653.4,1.3,1,129.6,,
Methane+Air,653.7,1.3,5,67.2,,
Methane+Air,663.6,0.7,5,47.6,,
Methane+Air,664.8,1,5,70.3,,
Methane+Air,667.5,0.7,1,110.8,,
Methane+Air,668.1,1.3,1,135.6,,
Methane+Air,668.1,1.3,5,71,,
Methane+Air,668.7,1,5,70.6,,
Methane+Air,682.5,1,5,75.3,,
Methane+Air,683.7,0.7,5,51.4,,
Methane+Air,684.9,0.7,1,116.8,,
Methane+Air,689.4,1.3,1,145.1,,
Methane+Air,694.2,1,5,79.7,,
Methane+Air,710.4,0.7,5,56.5,,
Methane+Air,710.4,1,5,85.5,,
Methane+Air,713.1,1.3,1,155.8,,
Methane+Air,726,1,5,91.6,,
Methane+Air,730.5,1,5,92.4,,
Methane+Air,733.2,0.7,5,61.4,,
Methane+Air,750.3,0.7,5,65.1,,
Methane+Air,750.6,1.3,1,173.8,,
Methane+Air,753.6,1,5,101.2,,
Dimethyl Ether+Air Mixture,300,0.694,1,24.171,,
Dimethyl Ether+Air Mixture,300,0.694,1,29.002,,
Dimethyl Ether+Air Mixture,300,0.698,1,22.349,,
Dimethyl Ether+Air Mixture,300,0.7,1,22.507,,
Dimethyl Ether+Air Mixture,300,0.703,1,21.952,,
Dimethyl Ether+Air Mixture,300,0.796,1,34.38,,
Dimethyl Ether+Air Mixture,300,0.798,1,32.479,,
Dimethyl Ether+Air Mixture,300,0.799,1,28.994,,
Dimethyl Ether+Air Mixture,300,0.801,1,28.915,,
Dimethyl Ether+Air Mixture,300,0.803,1,30.024,,
Dimethyl Ether+Air Mixture,300,0.897,1,35.402,,
Dimethyl Ether+Air Mixture,300,0.897,1,41.501,,
Dimethyl Ether+Air Mixture,300,0.899,1,37.461,,
Dimethyl Ether+Air Mixture,300,0.902,1,32.946,,
Dimethyl Ether+Air Mixture,300,0.906,1,36.035,,
Dimethyl Ether+Air Mixture,300,0.995,1,44.266,,
Dimethyl Ether+Air Mixture,300,0.999,1,41.572,,
Dimethyl Ether+Air Mixture,300,1,1,39.434,,
Dimethyl Ether+Air Mixture,300,1.002,1,42.126,,
Dimethyl Ether+Air Mixture,300,1.1,1,44.376,,
Dimethyl Ether+Air Mixture,300,1.102,1,45.129,,
Dimethyl Ether+Air Mixture,300,1.102,1,43.742,,
Dimethyl Ether+Air Mixture,300,1.152,1,47.263,,
Dimethyl Ether+Air Mixture,300,1.177,1,47.34,,
Dimethyl Ether+Air Mixture,300,1.198,1,42.269,,
Dimethyl Ether+Air Mixture,300,1.2,1,45.596,,
Dimethyl Ether+Air Mixture,300,1.201,1,41.794,,
Dimethyl Ether+Air Mixture,300,1.203,1,44.804,,
Dimethyl Ether+Air Mixture,300,1.296,1,37.034,,
Dimethyl Ether+Air Mixture,300,1.298,1,44.242,,
Dimethyl Ether+Air Mixture,300,1.299,1,40.519,,
Dimethyl Ether+Air Mixture,300,1.301,1,37.984,,
Dimethyl Ether+Air Mixture,300,1.397,1,35.996,,
Dimethyl Ether+Air Mixture,300,1.397,1,35.6,,
Dimethyl Ether+Air Mixture,300,1.401,1,31.402,,
Dimethyl Ether+Air Mixture,300,1.406,1,33.065,,
Dimethyl Ether+Air Mixture,300,1.448,1,34.804,,
Dimethyl Ether+Air Mixture,300,1.499,1,27.157,,
Dimethyl Ether+Air Mixture,300,1.502,1,27.83,,
Dimethyl Ether+Air Mixture,300,1.532,1,29.649,,
Dimethyl Ether+Air Mixture,300,1.583,1,26.793,,
Dimethyl Ether+Air Mixture,300,1.597,1,19.901,,
Dimethyl Ether+Air Mixture,300,1.604,1,15.148,,
Dimethyl Ether+Air Mixture,300,1.607,1,19.425,,
Dimethyl Ether+Air Mixture,300,1.64,1,24.175,, 
Dimethyl Ether+Air Mixture,300,0.598,1,11.795,,
Dimethyl Ether+Air Mixture,300,0.697,1,22.53,,
Dimethyl Ether+Air Mixture,300,0.699,10,8.965,,
Dimethyl Ether+Air Mixture,300,0.7,1,27.798,,
Dimethyl Ether+Air Mixture,300,0.701,1,20.145,,
Dimethyl Ether+Air Mixture,300,0.73,1,23.259,,
Dimethyl Ether+Air Mixture,300,0.73,10,7.906,,
Dimethyl Ether+Air Mixture,300,0.76,10,9.035,,
Dimethyl Ether+Air Mixture,300,0.798,1,30.111,,
Dimethyl Ether+Air Mixture,300,0.799,1,36.048,,
Dimethyl Ether+Air Mixture,300,0.8,1,37.838,,
Dimethyl Ether+Air Mixture,300,0.8,10,14.965,,
Dimethyl Ether+Air Mixture,300,0.803,1,34.193,,
Dimethyl Ether+Air Mixture,300,0.851,1,36.313,,
Dimethyl Ether+Air Mixture,300,0.859,10,13.976,,
Dimethyl Ether+Air Mixture,300,0.867,1,33.133,,
Dimethyl Ether+Air Mixture,300,0.872,1,38.699,,
Dimethyl Ether+Air Mixture,300,0.897,1,40.124,,
Dimethyl Ether+Air Mixture,300,0.9,1,38.213,,
Dimethyl Ether+Air Mixture,300,0.901,10,21.247,,
Dimethyl Ether+Air Mixture,300,0.968,10,18.071,,
Dimethyl Ether+Air Mixture,300,0.976,1,39.759,,
Dimethyl Ether+Air Mixture,300,0.986,1,44,,
Dimethyl Ether+Air Mixture,300,0.996,1,41.482,,
Dimethyl Ether+Air Mixture,300,0.999,1,43.205,,
Dimethyl Ether+Air Mixture,300,1.001,1,44.133,,
Dimethyl Ether+Air Mixture,300,1.052,10,21.953,,
Dimethyl Ether+Air Mixture,300,1.093,1,42.807,,
Dimethyl Ether+Air Mixture,300,1.098,1,44.464,,
Dimethyl Ether+Air Mixture,300,1.101,1,45.955,,
Dimethyl Ether+Air Mixture,300,1.103,1,45.789,,
Dimethyl Ether+Air Mixture,300,1.152,1,46.386,,
Dimethyl Ether+Air Mixture,300,1.18,1,46.186,,
Dimethyl Ether+Air Mixture,300,1.19,1,51.819,,
Dimethyl Ether+Air Mixture,300,1.2,1,44.147,,
Dimethyl Ether+Air Mixture,300,1.203,1,39.229,,
Dimethyl Ether+Air Mixture,300,1.251,1,52.88,,
Dimethyl Ether+Air Mixture,300,1.289,1,44.398,,
Dimethyl Ether+Air Mixture,300,1.299,1,40.908,,
Dimethyl Ether+Air Mixture,300,1.302,1,37.4,,
Dimethyl Ether+Air Mixture,300,1.304,1,39.892,,
Dimethyl Ether+Air Mixture,300,1.343,1,51.554,,
Dimethyl Ether+Air Mixture,300,1.373,1,39.627,,
Dimethyl Ether+Air Mixture,300,1.401,1,33.769,,
Dimethyl Ether+Air Mixture,300,1.402,1,33.398,,
Dimethyl Ether+Air Mixture,300,1.404,1,34.591,,
Dimethyl Ether+Air Mixture,300,1.405,1,31.41,,
Dimethyl Ether+Air Mixture,300,1.406,1,22.53,,
Dimethyl Ether+Air Mixture,300,1.421,1,45.458,,
Dimethyl Ether+Air Mixture,300,1.449,1,35.12,,
Dimethyl Ether+Air Mixture,300,1.5,1,27.39,,
Dimethyl Ether+Air Mixture,300,1.503,1,25.472,,
Dimethyl Ether+Air Mixture,300,1.512,1,42.675,,
Dimethyl Ether+Air Mixture,300,1.531,1,30.084,,
Dimethyl Ether+Air Mixture,300,1.584,1,27.169,,
Dimethyl Ether+Air Mixture,300,1.6,1,19.924,,
Dimethyl Ether+Air Mixture,300,1.601,1,22.663,,
Dimethyl Ether+Air Mixture,300,1.602,1,16.964,,
Dimethyl Ether+Air Mixture,300,1.603,1,16.831,,
Dimethyl Ether+Air Mixture,300,1.642,1,24.651,,
Dimethyl Ether+Air Mixture,300,1.7,1,12.988,,
Dimethyl Ether+Air Mixture,300,1.703,1,14.91,,
Dimethyl Ether+Air Mixture,300,1.704,1,14.048,,
Dimethyl Ether+Air Mixture,300,1.802,1,12.458,,
Ethanol+Air,300,0.549,1,15.133,,
Ethanol+Air,300,0.601,1,14.552,,
Ethanol+Air,300,0.606,1,17.361,,
Ethanol+Air,300,0.648,1,13.099,,
Ethanol+Air,300,0.65,1,17.554,,
Ethanol+Air,300,0.696,1,18.232,,
Ethanol+Air,300,0.698,1,21.187,,
Ethanol+Air,300,0.699,1,19.928,,
Ethanol+Air,300,0.7,1,21.235,,
Ethanol+Air,300,0.701,1,22.397,,
Ethanol+Air,300,0.705,1,19.879,,
Ethanol+Air,300,0.751,1,24.624,,
Ethanol+Air,300,0.797,1,24.528,,
Ethanol+Air,300,0.798,1,24.044,,
Ethanol+Air,300,0.799,1,29.332,,
Ethanol+Air,300,0.801,1,33.051,,
Ethanol+Air,300,0.803,1,27.143,,
Ethanol+Air,300,0.851,1,32.712,,
Ethanol+Air,300,0.899,1,34.165,,
Ethanol+Air,300,0.901,1,36.576,,
Ethanol+Air,300,0.905,1,34.019,,
Ethanol+Air,300,0.95,1,38.668,,
Ethanol+Air,300,0.998,1,36.198,,
Ethanol+Air,300,1,1,41.509,,
Ethanol+Air,300,1.008,1,40.702,,
Ethanol+Air,300,1.05,1,42.155,,
Ethanol+Air,300,1.056,1,44.77,,
Ethanol+Air,300,1.098,1,41.864,,
Ethanol+Air,300,1.1,1,43.866,,
Ethanol+Air,300,1.101,1,40.508,,
Ethanol+Air,300,1.102,1,46.223,,
Ethanol+Air,300,1.15,1,42.882,,
Ethanol+Air,300,1.154,1,45.835,,
Ethanol+Air,300,1.197,1,44.383,,
Ethanol+Air,300,1.198,1,43.511,,
Ethanol+Air,300,1.199,1,40.412,,
Ethanol+Air,300,1.2,1,41.937,,
Ethanol+Air,300,1.253,1,41.186,,
Ethanol+Air,300,1.299,1,35.278,,
Ethanol+Air,300,1.302,1,36.053,,
Ethanol+Air,300,1.303,1,36.15,,
Ethanol+Air,300,1.401,1,27.143,,
Ethanol+Air,300,1.402,1,27.24,,
Ethanol+Air,300,1.505,1,21.041,,
Ethanol+Air,358,0.607,1,24.221,,
Ethanol+Air,358,0.65,1,24.7,,
Ethanol+Air,358,0.658,1,29.976,,
Ethanol+Air,358,0.698,1,28.298,,
Ethanol+Air,358,0.7,1,30.935,,
Ethanol+Air,358,0.701,1,30.216,,
Ethanol+Air,358,0.71,1,30.935,,
Ethanol+Air,358,0.751,1,35.731,,
Ethanol+Air,358,0.757,1,36.211,,
Ethanol+Air,358,0.796,1,41.487,,
Ethanol+Air,358,0.801,1,39.329,,
Ethanol+Air,358,0.803,1,45.803,,
Ethanol+Air,358,0.809,1,38.849,,
Ethanol+Air,358,0.85,1,44.844,,
Ethanol+Air,358,0.855,1,44.125,,
Ethanol+Air,358,0.896,1,49.52,,
Ethanol+Air,358,0.9,1,46.643,,
Ethanol+Air,358,0.902,1,49.76,,
Ethanol+Air,358,0.952,1,54.676,,
Ethanol+Air,358,0.989,1,53.477,,
Ethanol+Air,358,0.997,1,57.554,,
Ethanol+Air,358,0.999,1,54.676,,
Ethanol+Air,358,1.002,1,63.549,,
Ethanol+Air,358,1.043,1,54.676,,
Ethanol+Air,358,1.051,1,56.355,,
Ethanol+Air,358,1.054,1,63.789,,
Ethanol+Air,358,1.09,1,55.156,,
Ethanol+Air,358,1.101,1,59.472,,
Ethanol+Air,358,1.103,1,59.472,,
Ethanol+Air,358,1.14,1,54.197,,
Ethanol+Air,358,1.151,1,57.074,,
Ethanol+Air,358,1.157,1,65.228,,
Ethanol+Air,358,1.19,1,52.998,,
Ethanol+Air,358,1.201,1,58.273,,
Ethanol+Air,358,1.202,1,55.156,,
Ethanol+Air,358,1.203,1,56.994,,
Ethanol+Air,358,1.255,1,61.391,,
Ethanol+Air,358,1.294,1,47.242,,
Ethanol+Air,358,1.298,1,49.88,,
Ethanol+Air,358,1.3,1,52.038,,
Ethanol+Air,358,1.302,1,46.043,,
Ethanol+Air,358,1.303,1,49.161,,
Ethanol+Air,358,1.306,1,54.197,,
Ethanol+Air,358,1.352,1,50.839,,
Ethanol+Air,358,1.396,1,37.41,,
Ethanol+Air,358,1.399,1,43.286,,
Ethanol+Air,358,1.401,1,37.89,,
Ethanol+Air,358,1.458,1,41.247,,
Ethanol+Air,358,1.502,1,35.492,,
Ethanol+Air,358,1.506,1,34.053,,
Ethanol+Air,373,0.699,10,14.008,,
Ethanol+Air,373,0.71,10,17.849,,
Ethanol+Air,373,0.798,10,16.983,,
Ethanol+Air,373,0.799,10,22.716,,
Ethanol+Air,373,0.802,10,27.26,,
Ethanol+Air,373,0.818,10,24.339,,
Ethanol+Air,373,0.9,10,31.695,,
Ethanol+Air,373,0.902,10,20.986,,
Ethanol+Air,373,0.916,10,29.856,,
Ethanol+Air,373,1,10,36.725,,
Ethanol+Air,373,1.002,10,25.529,,
Ethanol+Air,373,1.021,10,32.127,,
Ethanol+Air,373,1.098,10,29.207,,
Ethanol+Air,373,1.102,10,34.94,,
Ethanol+Air,373,1.124,10,31.911,,
Ethanol+Air,373,1.2,10,33.534,,
Ethanol+Air,373,1.221,10,30.072,,
Ethanol+Air,373,1.3,10,32.344,,
Ethanol+Air,373,1.302,10,25.853,,
Ethanol+Air,373,1.32,10,22.825,,
Ethanol+Air,373,1.402,10,23.149,,
Ethanol+Air,453,0.598,1,39.568,,
Ethanol+Air,453,0.648,1,38.609,,
Ethanol+Air,453,0.656,1,45.803,,
Ethanol+Air,453,0.698,1,53.237,,
Ethanol+Air,453,0.7,1,55.156,,
Ethanol+Air,453,0.701,1,44.604,,
Ethanol+Air,453,0.703,1,49.64,,
Ethanol+Air,453,0.751,1,51.079,,
Ethanol+Air,453,0.772,1,54.676,,
Ethanol+Air,453,0.801,1,63.549,,
Ethanol+Air,453,0.802,1,59.472,,
Ethanol+Air,453,0.803,1,66.906,,
Ethanol+Air,453,0.807,1,65.228,,
Ethanol+Air,453,0.85,1,68.345,,
Ethanol+Air,453,0.852,1,63.07,,
Ethanol+Air,453,0.9,1,71.703,,
Ethanol+Air,453,0.902,1,75.859,,
Ethanol+Air,453,0.95,1,82.014,,
Ethanol+Air,453,0.952,1,74.58,,
Ethanol+Air,453,0.999,1,82.654,,
Ethanol+Air,453,1.002,1,78.657,,
Ethanol+Air,453,1.006,1,85.372,,
Ethanol+Air,453,1.051,1,87.05,,
Ethanol+Air,453,1.101,1,85.292,,
Ethanol+Air,453,1.104,1,82.494,,
Ethanol+Air,453,1.11,1,90.887,,
Ethanol+Air,453,1.151,1,82.494,,
Ethanol+Air,453,1.153,1,90.887,,
Ethanol+Air,453,1.172,1,91.367,,
Ethanol+Air,453,1.202,1,82.014,,
Ethanol+Air,453,1.204,1,81.295,,
Ethanol+Air,453,1.222,1,90.408,,
Ethanol+Air,453,1.248,1,86.331,,
Ethanol+Air,453,1.283,1,79.137,,
Ethanol+Air,453,1.302,1,83.213,,
Ethanol+Air,453,1.354,1,78.417,,
Ethanol+Air,453,1.402,1,74.101,,
Ethanol+Air,453,1.458,1,65.947,,
Ethanol+Air,453,1.504,1,54.676,,
Ethene+Air,300,0.551,1,10.192,,
Ethene+Air,300,0.577,1,12.35,,
Ethene+Air,300,0.595,1,13.369,,
Ethene+Air,300,0.6,1,12.974,,
Ethene+Air,300,0.601,1,14.868,,
Ethene+Air,300,0.626,1,16.906,,
Ethene+Air,300,0.646,1,18.585,,
Ethene+Air,300,0.649,1,18.106,,
Ethene+Air,300,0.65,1,17.346,,
Ethene+Air,300,0.653,1,17.026,,
Ethene+Air,300,0.695,1,22.782,,
Ethene+Air,300,0.697,1,24.82,,
Ethene+Air,300,0.697,5,13.501,,
Ethene+Air,300,0.698,1,21.702,,
Ethene+Air,300,0.699,1,21.523,,
Ethene+Air,300,0.699,5,17.719,,
Ethene+Air,300,0.7,2,16.947,,
Ethene+Air,300,0.702,2,17.658,,
Ethene+Air,300,0.703,1,21.183,,
Ethene+Air,300,0.722,1,20.863,,
Ethene+Air,300,0.745,1,27.458,,
Ethene+Air,300,0.752,1,24.86,,
Ethene+Air,300,0.755,1,25.54,,
Ethene+Air,300,0.758,1,25.659,,
Ethene+Air,300,0.773,1,23.861,,
Ethene+Air,300,0.795,1,31.655,,
Ethene+Air,300,0.796,1,34.652,,
Ethene+Air,300,0.798,1,32.854,,
Ethene+Air,300,0.798,3,21.498,,
Ethene+Air,300,0.798,4,20.026,,
Ethene+Air,300,0.799,1,27.578,,
Ethene+Air,300,0.799,5,16.605,,
Ethene+Air,300,0.8,5,21.498,,
Ethene+Air,300,0.801,1,29.065,,
Ethene+Air,300,0.801,2,22.947,,
Ethene+Air,300,0.802,2,23.737,,
Ethene+Air,300,0.804,1,29.736,,
Ethene+Air,300,0.844,1,32.614,,
Ethene+Air,300,0.847,1,35.851,,
Ethene+Air,300,0.85,1,33.173,,
Ethene+Air,300,0.853,1,32.974,,
Ethene+Air,300,0.862,1,31.894,,
